
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002079                       # Number of seconds simulated (Second)
simTicks                                   2078628500                       # Number of ticks simulated (Tick)
finalTick                                  2078628500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     24.50                       # Real time elapsed on the host (Second)
hostTickRate                                 84849809                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     924412                       # Number of bytes of host memory used (Byte)
simInsts                                      6436803                       # Number of instructions simulated (Count)
simOps                                       10693060                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   262750                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     436490                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          4157258                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        10939473                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      141                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       10871450                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    248                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               246513                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            405576                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3949213                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.752814                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.264721                       # Number of insts issued each cycle (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    196232000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    196232000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    196232000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    196232000                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.003705                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.003705                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.003705                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.003705                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 58928.528529                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 58928.528529                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 58928.528529                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 58928.528529                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   3263                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst       894915                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total          894915                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         3924                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          3924                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    231366499                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    231366499                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst       898839                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total       898839                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.004366                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.004366                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 58961.900866                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 58961.900866                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          594                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          594                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         3330                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         3330                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    196232000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    196232000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.003705                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.003705                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 58928.528529                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 58928.528529                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED   2078628500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse            63.873896                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs               898244                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               3329                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs             269.823971                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick            10843000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst    63.873896                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.998030                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.998030                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           63                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            1801007                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           1801007                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2078628500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                      5453                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                      93559                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                     4330                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               10939614                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                  257                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                  2275267                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                  823446                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    61                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                       871                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                     3025                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            173                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect           2355                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect         3548                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                 5903                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 10857239                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                10854875                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                   8536094                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  12167982                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.611066                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.701521                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                     1856549                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                   31896                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                   76                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 173                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                   8714                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                    2                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    343                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            2243371                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.339938                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            19.076467                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9                2207077     98.38%     98.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                  433      0.02%     98.40% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                 1779      0.08%     98.48% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                  135      0.01%     98.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                   22      0.00%     98.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                   55      0.00%     98.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                   79      0.00%     98.49% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                  192      0.01%     98.50% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                  208      0.01%     98.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  180      0.01%     98.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                441      0.02%     98.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               8668      0.39%     98.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129               9125      0.41%     99.33% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               9744      0.43%     99.77% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                811      0.04%     99.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                579      0.03%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                779      0.03%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                 92      0.00%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                172      0.01%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                476      0.02%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                188      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                133      0.01%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 72      0.00%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 92      0.00%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 38      0.00%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 52      0.00%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                119      0.01%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                210      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                202      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                181      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows             1037      0.05%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              902                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total              2243371                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                 2265052                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                  820537                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       574                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       135                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2078628500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                  899308                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       606                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2078628500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   2078628500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                   5453                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                   781193                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                  938712                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2849                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   1154429                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles               1066577                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               10967229                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                313825                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 496450                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents                  41540                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands            17489558                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    31996112                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 13905890                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                     13405                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              16989224                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                   500275                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      40                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  25                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   3433903                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         14012912                       # The number of ROB reads (Count)
system.cpu.rob.writes                        21911054                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  6436803                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   10693060                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    50                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                10872                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty          18808                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              12086                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  2                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 2                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                7215                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               7215                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           10873                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         9919                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        44213                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    54132                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       212928                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      1639360                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                   1852288                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                             12941                       # Total snoops (Count)
system.l2bus.snoopTraffic                      508992                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               31027                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.026751                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.161357                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     30197     97.32%     97.32% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       830      2.68%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 31027                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   2078628500                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             28882500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             4997492                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy            22139497                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests           36047                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests        17958                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests           18                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               811                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          811                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst               954                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              3750                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 4704                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst              954                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             3750                       # number of overall hits (Count)
system.l2cache.overallHits::total                4704                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            2373                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data           11007                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total              13380                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           2373                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data          11007                       # number of overall misses (Count)
system.l2cache.overallMisses::total             13380                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    181150000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    794419000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     975569000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    181150000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    794419000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    975569000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          3327                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         14757                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            18084                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         3327                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        14757                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           18084                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.713255                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.745883                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.739881                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.713255                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.745883                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.739881                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 76337.968816                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 72173.980194                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 72912.481315                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 76337.968816                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 72173.980194                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 72912.481315                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks            7949                       # number of writebacks (Count)
system.l2cache.writebacks::total                 7949                       # number of writebacks (Count)
system.l2cache.demandMshrMisses::cpu.inst         2373                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data        11007                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total          13380                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst         2373                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data        11007                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total         13380                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst    157430000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data    684349000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total    841779000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst    157430000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data    684349000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total    841779000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.713255                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.745883                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::total     0.739881                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.inst     0.713255                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.data     0.745883                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::total     0.739881                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.demandAvgMshrMissLatency::cpu.inst 66342.182891                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::cpu.data 62173.980194                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::total 62913.228700                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.inst 66342.182891                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.data 62173.980194                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::total 62913.228700                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.replacements                     12937                       # number of replacements (Count)
system.l2cache.CleanEvict.mshrMisses::writebacks          730                       # number of CleanEvict MSHR misses (Count)
system.l2cache.CleanEvict.mshrMisses::total          730                       # number of CleanEvict MSHR misses (Count)
system.l2cache.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2cache.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2cache.ReadExReq.hits::cpu.data          2280                       # number of ReadExReq hits (Count)
system.l2cache.ReadExReq.hits::total             2280                       # number of ReadExReq hits (Count)
system.l2cache.ReadExReq.misses::cpu.data         4935                       # number of ReadExReq misses (Count)
system.l2cache.ReadExReq.misses::total           4935                       # number of ReadExReq misses (Count)
system.l2cache.ReadExReq.missLatency::cpu.data    337205000                       # number of ReadExReq miss ticks (Tick)
system.l2cache.ReadExReq.missLatency::total    337205000                       # number of ReadExReq miss ticks (Tick)
system.l2cache.ReadExReq.accesses::cpu.data         7215                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2cache.ReadExReq.accesses::total         7215                       # number of ReadExReq accesses(hits+misses) (Count)
